,cluster
11395,4
11396,0
11397,3
11398,2
11399,4
11400,2
11401,4
11402,3
11403,2
11404,0
11405,2
11406,0
11407,0
11408,4
11409,1
11410,2
11411,1
11412,1
11413,2
11414,2
11415,3
11416,1
11417,1
11418,1
11419,4
11420,1
11421,1
11422,3
11423,2
11424,1
11425,1
11426,2
11427,2
11428,3
11429,0
11430,4
11431,1
11432,4
11433,4
11434,4
11435,2
11436,2
11437,1
11438,0
11439,1
11440,3
11441,4
11442,4
11443,2
11444,0
11445,2
11446,3
11447,0
11448,1
11449,3
11450,4
11451,1
11452,0
11453,4
11454,1
11455,3
11456,4
11457,0
11458,3
11459,1
11460,1
11461,3
11462,0
11463,1
11464,2
11465,2
11466,3
11467,4
11468,3
11469,4
11470,2
11471,0
11472,0
11473,1
11474,3
11475,0
11476,4
11477,2
11478,1
11479,0
11480,1
11481,3
11482,0
11483,2
11484,0
11485,2
11486,0
11487,4
11488,2
11489,3
11490,4
11491,2
11492,0
11493,4
11494,1
11495,2
11496,0
11497,4
11498,3
11499,2
11500,2
11501,0
11502,2
11503,2
11504,0
11505,4
11506,0
11507,1
11508,2
11509,2
11510,2
11511,2
11512,2
11513,2
11514,3
11515,4
11516,0
11517,2
11518,1
11519,3
11520,3
11521,0
11522,1
11523,4
11524,0
11525,1
11526,0
11527,4
11528,3
11529,1
11530,2
11531,0
11532,1
11533,0
11534,4
11535,2
11536,4
11537,4
11538,1
11539,0
11540,4
11541,4
11542,2
11543,4
11544,2
11545,3
11546,2
11547,2
11548,2
11549,0
11550,0
11551,3
11552,4
11553,4
11554,2
11555,1
11556,2
11557,4
11558,4
11559,0
11560,3
11561,0
11562,2
11563,4
11564,4
11565,0
11566,4
11567,3
11568,2
11569,4
11570,3
11571,0
11572,3
11573,4
11574,1
11575,0
11576,0
11577,4
11578,1
11579,0
11580,2
11581,2
11582,1
11583,2
11584,2
11585,0
11586,1
11587,3
11588,1
11589,1
11590,3
11591,3
11592,3
11593,0
11594,1
11595,0
11596,0
11597,3
11598,0
11599,1
11600,4
11601,3
11602,1
11603,2
11604,3
11605,0
11606,4
11607,4
11608,1
11609,1
11610,3
11611,3
11612,4
11613,2
11614,0
11615,3
11616,1
11617,3
11618,3
11619,1
11620,1
11621,3
11622,2
11623,0
11624,2
11625,3
11626,3
11627,1
11628,0
11629,1
11630,0
11631,0
11632,0
11633,3
11634,4
11635,1
11636,2
11637,4
11638,0
11639,1
11640,0
11641,1
11642,3
11643,2
11644,1
11645,1
11646,4
11647,3
11648,4
11649,0
11650,1
11651,4
11652,3
11653,1
11654,4
11655,0
11656,0
11657,0
11658,1
11659,3
11660,0
11661,0
11662,2
11663,0
11664,3
11665,1
11666,1
11667,1
11668,2
11669,1
11670,1
11671,0
11672,0
11673,4
11674,1
11675,4
11676,2
11677,3
11678,2
11679,1
11680,2
11681,4
11682,2
11683,3
11684,4
11685,4
11686,2
11687,0
11688,4
11689,4
11690,2
11691,4
11692,0
11693,0
11694,0
11695,3
11696,0
11697,3
11698,3
11699,2
11700,2
11701,4
11702,1
11703,4
11704,0
11705,0
11706,0
11707,0
11708,0
11709,1
11710,4
11711,4
11712,1
11713,2
11714,0
11715,1
11716,1
11717,3
11718,2
11719,2
11720,1
11721,3
11722,4
11723,0
11724,2
11725,4
11726,1
11727,1
11728,2
11729,0
11730,0
11731,2
11732,2
11733,1
11734,2
11735,1
11736,3
11737,0
11738,3
11739,1
11740,0
11741,3
11742,4
11743,3
11744,3
11745,3
11746,2
11747,1
11748,1
11749,4
11750,1
11751,0
11752,0
11753,2
11754,2
11755,3
11756,0
11757,0
11758,3
11759,0
11760,0
11761,4
11762,1
11763,3
11764,0
11765,2
11766,1
11767,1
11768,0
11769,0
11770,4
11771,3
11772,3
11773,1
11774,4
11775,2
11776,3
11777,2
11778,3
11779,3
11780,3
11781,2
11782,4
11783,2
11784,2
11785,0
11786,0
11787,0
11788,4
11789,4
11790,1
11791,1
11792,4
11793,2
11794,4
11795,2
11796,1
11797,1
11798,0
11799,2
11800,1
11801,2
11802,0
11803,0
11804,2
11805,4
11806,0
11807,2
11808,3
11809,3
11810,3
11811,3
11812,3
11813,1
11814,3
11815,3
11816,4
11817,3
11818,4
11819,1
11820,4
11821,1
11822,1
11823,0
11824,3
11825,2
11826,1
11827,2
11828,1
11829,4
11830,3
11831,1
11832,2
11833,0
11834,0
11835,1
11836,1
11837,2
11838,0
11839,3
11840,0
11841,4
11842,2
11843,3
11844,3
11845,4
11846,0
11847,0
11848,0
11849,2
11850,4
11851,3
11852,0
11853,3
11854,1
11855,1
11856,0
11857,4
11858,3
11859,2
11860,1
11861,2
11862,1
11863,1
11864,4
11865,3
11866,3
11867,1
11868,4
11869,4
11870,0
11871,2
11872,2
11873,2
11874,0
11875,2
11876,2
11877,2
11878,2
11879,4
11880,3
11881,1
11882,1
11883,4
11884,4
11885,1
11886,4
11887,1
11888,0
11889,1
11890,0
11891,2
11892,1
11893,2
11894,0
11895,0
11896,0
11897,3
11898,0
11899,1
11900,1
11901,4
11902,1
11903,1
11904,0
11905,1
11906,2
11907,4
11908,2
11909,2
11910,3
11911,1
11912,4
11913,1
11914,0
11915,1
11916,1
11917,0
11918,2
11919,0
11920,0
11921,1
11922,2
11923,4
11924,1
11925,1
11926,3
11927,2
11928,2
11929,2
11930,4
11931,4
11932,3
11933,2
11934,3
11935,0
11936,3
11937,1
11938,2
11939,1
11940,3
11941,3
11942,0
11943,2
11944,0
11945,2
11946,1
11947,0
11948,2
11949,1
11950,4
11951,0
11952,4
11953,0
11954,0
11955,3
11956,4
11957,3
11958,0
11959,1
11960,4
11961,2
11962,3
11963,3
11964,0
11965,3
11966,0
11967,0
11968,1
11969,1
11970,1
11971,1
11972,4
11973,2
11974,0
11975,4
11976,0
11977,3
11978,2
11979,2
11980,3
11981,0
11982,3
11983,2
11984,4
11985,1
11986,4
11987,1
11988,0
11989,1
11990,3
11991,0
11992,3
11993,4
11994,4
11995,4
11996,0
11997,2
11998,1
11999,1
12000,3
12001,0
12002,3
12003,1
12004,4
12005,0
12006,3
12007,2
12008,3
12009,4
12010,0
12011,2
12012,2
12013,3
12014,0
12015,1
12016,3
12017,2
12018,4
12019,3
12020,4
12021,4
12022,2
12023,3
12024,2
12025,2
12026,0
12027,3
12028,2
12029,2
12030,1
12031,3
12032,2
12033,1
12034,3
12035,1
12036,3
12037,0
12038,4
12039,0
12040,1
12041,2
12042,3
12043,3
12044,2
12045,2
12046,2
12047,3
12048,3
12049,3
12050,0
12051,2
12052,0
12053,3
12054,4
12055,4
12056,0
12057,1
12058,0
12059,0
12060,2
12061,4
12062,2
12063,1
12064,3
12065,1
12066,1
12067,2
12068,3
12069,0
12070,3
12071,2
12072,2
12073,2
12074,4
12075,3
12076,1
12077,0
12078,2
12079,0
12080,3
12081,3
12082,2
12083,2
12084,1
12085,2
12086,4
12087,3
12088,3
12089,4
12090,2
12091,2
12092,4
12093,3
12094,0
12095,2
12096,3
12097,0
12098,0
12099,3
12100,1
12101,0
12102,4
12103,3
12104,1
12105,2
12106,3
12107,2
12108,1
12109,2
12110,2
12111,1
12112,2
12113,4
12114,3
12115,1
12116,0
12117,3
12118,0
12119,1
12120,3
12121,0
12122,1
12123,1
12124,3
12125,2
12126,1
12127,3
12128,3
12129,0
12130,3
12131,4
12132,0
12133,1
12134,0
12135,2
12136,2
12137,4
12138,3
12139,1
12140,3
12141,0
12142,2
12143,0
12144,2
12145,3
12146,2
12147,1
12148,1
12149,4
12150,2
12151,2
12152,2
12153,2
12154,1
12155,1
12156,2
12157,3
12158,4
12159,4
12160,3
12161,0
12162,1
12163,4
12164,1
12165,3
12166,4
12167,3
12168,4
12169,1
12170,4
12171,1
12172,1
12173,4
12174,3
12175,1
12176,4
12177,3
12178,4
12179,4
12180,1
12181,1
12182,0
12183,0
12184,0
12185,1
12186,0
12187,0
12188,1
12189,3
12190,3
12191,1
12192,0
12193,2
12194,3
12195,4
12196,3
12197,2
12198,2
12199,4
12200,2
12201,4
12202,2
12203,2
12204,2
12205,3
12206,1
12207,3
12208,1
12209,0
12210,0
12211,2
12212,0
12213,1
12214,1
12215,4
12216,0
12217,1
12218,0
12219,2
12220,0
12221,1
12222,0
12223,2
12224,1
12225,4
12226,3
12227,3
12228,0
12229,4
12230,0
12231,0
12232,1
12233,0
12234,2
12235,3
12236,4
12237,1
12238,2
12239,2
12240,2
12241,1
12242,1
12243,2
12244,0
12245,4
12246,2
12247,4
12248,1
12249,2
12250,1
12251,3
12252,3
12253,1
12254,3
12255,1
12256,2
12257,0
12258,0
12259,4
12260,3
12261,4
12262,4
12263,4
12264,2
12265,3
12266,2
12267,3
12268,2
12269,3
12270,3
12271,0
12272,2
12273,0
12274,4
12275,0
12276,4
12277,2
12278,3
12279,4
12280,4
12281,2
12282,1
12283,1
12284,0
12285,4
12286,1
12287,2
12288,1
12289,0
12290,4
12291,1
12292,2
12293,0
12294,1
12295,3
12296,1
12297,0
12298,3
12299,4
12300,1
12301,0
12302,0
12303,1
12304,2
12305,4
12306,3
12307,3
12308,2
12309,0
12310,0
12311,2
12312,3
12313,4
12314,2
12315,0
12316,3
12317,1
12318,0
12319,2
12320,3
12321,3
12322,3
12323,0
12324,0
12325,1
12326,2
12327,0
12328,4
12329,2
12330,1
12331,3
12332,1
12333,0
12334,3
12335,2
12336,1
12337,3
12338,3
12339,2
12340,0
12341,2
12342,1
12343,0
12344,1
12345,4
12346,1
12347,0
12348,0
12349,0
12350,3
12351,1
12352,2
12353,3
12354,3
12355,2
12356,2
12357,2
12358,1
12359,4
12360,1
12361,2
12362,3
12363,1
12364,0
12365,2
12366,2
12367,0
12368,2
12369,2
12370,1
12371,2
12372,1
12373,4
12374,2
12375,1
12376,3
12377,1
12378,0
12379,3
12380,3
12381,2
12382,4
12383,2
12384,3
12385,3
12386,0
12387,2
12388,2
12389,2
12390,0
12391,4
12392,1
12393,4
12394,1
12395,3
12396,2
12397,1
12398,1
12399,1
12400,4
12401,4
12402,1
12403,2
12404,2
12405,4
12406,1
12407,3
12408,3
12409,3
12410,1
12411,2
12412,0
12413,0
12414,1
12415,2
12416,0
12417,2
12418,0
12419,4
12420,2
12421,0
12422,3
12423,2
12424,4
12425,2
12426,1
12427,1
12428,0
12429,0
12430,0
12431,0
12432,2
12433,2
12434,4
12435,4
12436,3
12437,3
12438,0
12439,0
12440,2
12441,4
12442,3
12443,0
12444,0
12445,2
12446,2
12447,4
12448,3
12449,1
12450,1
12451,3
12452,4
12453,1
12454,2
12455,2
12456,1
12457,4
12458,4
12459,2
12460,1
12461,0
12462,0
12463,4
12464,3
12465,2
12466,0
12467,1
12468,2
12469,2
12470,0
12471,1
12472,3
12473,1
12474,4
12475,1
12476,1
12477,1
12478,4
12479,2
12480,0
12481,4
12482,1
12483,1
12484,2
12485,4
12486,4
12487,1
12488,2
12489,3
12490,1
12491,0
12492,4
12493,2
12494,3
12495,0
12496,4
12497,4
12498,1
12499,1
12500,0
12501,3
12502,2
12503,2
12504,1
12505,3
12506,2
12507,1
12508,3
12509,3
12510,1
12511,4
12512,2
12513,1
12514,0
12515,2
12516,2
12517,0
12518,1
12519,1
12520,2
12521,2
12522,1
12523,4
12524,3
12525,0
12526,2
12527,2
12528,0
12529,1
12530,4
12531,0
12532,3
12533,2
12534,1
12535,3
12536,1
12537,4
12538,3
12539,1
12540,4
12541,0
12542,3
12543,2
12544,0
12545,1
12546,2
12547,1
12548,4
12549,1
12550,1
12551,2
12552,3
12553,4
12554,0
12555,1
12556,4
12557,0
12558,4
12559,1
12560,0
12561,2
12562,1
12563,3
12564,2
12565,4
12566,1
12567,1
12568,2
12569,3
12570,1
12571,0
12572,2
12573,1
12574,3
12575,2
12576,0
12577,3
12578,3
12579,0
12580,2
12581,2
12582,1
12583,4
12584,0
12585,2
12586,4
12587,4
12588,1
12589,4
12590,4
12591,1
12592,1
12593,1
12594,4
12595,0
12596,2
12597,0
12598,1
12599,4
12600,2
12601,4
12602,3
12603,3
12604,0
12605,0
12606,1
12607,1
12608,2
12609,2
12610,2
12611,3
12612,3
12613,1
12614,0
12615,0
12616,2
12617,0
12618,3
12619,2
12620,1
12621,4
12622,1
12623,4
12624,1
12625,0
12626,0
12627,2
12628,0
12629,4
12630,2
12631,4
12632,0
12633,4
12634,0
12635,0
12636,2
12637,2
12638,4
12639,2
12640,2
12641,1
12642,4
12643,1
12644,1
12645,2
12646,4
12647,1
12648,1
12649,0
12650,4
12651,1
12652,2
12653,0
12654,1
12655,2
12656,2
12657,2
12658,2
12659,3
12660,4
12661,3
12662,4
12663,3
12664,2
12665,1
12666,4
12667,3
12668,4
12669,4
12670,1
12671,4
12672,1
12673,0
12674,4
12675,0
12676,1
12677,0
12678,2
12679,0
12680,3
12681,0
12682,4
12683,1
12684,2
12685,4
12686,2
12687,1
12688,2
12689,4
12690,1
12691,4
12692,0
12693,2
12694,1
12695,0
12696,3
12697,1
12698,1
12699,0
12700,4
12701,3
12702,2
12703,1
12704,0
12705,4
12706,0
12707,3
12708,0
12709,2
12710,3
12711,2
12712,4
12713,3
12714,0
12715,0
12716,2
12717,1
12718,2
12719,3
12720,1
12721,2
12722,3
12723,2
12724,2
12725,2
12726,4
12727,1
12728,4
12729,2
12730,4
12731,3
12732,0
12733,4
12734,4
12735,4
12736,2
12737,1
12738,3
12739,3
12740,1
12741,0
12742,2
12743,1
12744,2
12745,2
12746,0
12747,3
12748,2
12749,1
12750,0
12751,4
12752,0
12753,2
12754,0
12755,2
12756,2
12757,2
12758,1
12759,2
12760,4
12761,4
12762,2
12763,0
12764,2
12765,2
12766,3
12767,0
12768,3
12769,4
12770,2
12771,1
12772,2
12773,4
12774,1
12775,2
12776,3
12777,3
12778,2
12779,0
12780,3
12781,4
12782,4
12783,0
12784,0
12785,4
12786,2
12787,0
12788,3
12789,4
12790,4
12791,0
12792,4
12793,4
12794,2
12795,2
12796,4
12797,3
12798,0
12799,0
12800,4
12801,1
12802,2
12803,3
12804,4
12805,2
12806,1
12807,2
12808,1
12809,0
12810,1
12811,2
12812,4
12813,3
12814,0
12815,1
12816,2
12817,1
12818,1
12819,0
12820,3
12821,0
12822,0
12823,1
12824,2
12825,1
12826,0
12827,1
12828,2
12829,2
12830,3
12831,4
12832,1
12833,1
12834,1
12835,4
12836,2
12837,1
12838,4
12839,2
12840,1
12841,0
12842,4
12843,0
12844,2
12845,2
12846,3
12847,4
12848,3
12849,2
12850,0
12851,2
12852,0
12853,2
12854,1
12855,0
12856,2
12857,2
12858,4
12859,0
12860,2
12861,4
12862,0
12863,3
12864,2
12865,0
12866,3
12867,4
12868,4
12869,1
12870,2
12871,2
12872,2
12873,4
12874,0
12875,3
12876,4
12877,0
12878,0
12879,1
12880,4
12881,4
12882,0
12883,2
12884,4
12885,4
12886,3
12887,0
12888,3
12889,0
12890,2
12891,0
12892,2
12893,2
12894,2
12895,1
12896,0
12897,0
12898,0
12899,1
12900,2
12901,3
12902,0
12903,3
12904,4
12905,2
12906,2
12907,2
12908,4
12909,3
12910,3
12911,1
12912,1
12913,3
12914,4
12915,0
12916,4
12917,1
12918,4
12919,4
12920,4
12921,2
12922,2
12923,3
12924,0
12925,4
12926,0
12927,4
12928,4
12929,1
12930,3
12931,4
12932,1
12933,0
12934,3
12935,4
12936,2
12937,1
12938,3
12939,0
12940,0
12941,2
12942,0
12943,4
12944,0
12945,1
12946,0
12947,2
12948,1
12949,3
12950,2
12951,1
12952,2
12953,2
12954,1
12955,1
12956,4
12957,1
12958,2
12959,2
12960,4
12961,4
12962,1
12963,3
12964,0
12965,2
12966,2
12967,2
12968,3
12969,0
12970,1
12971,0
12972,1
12973,0
12974,0
12975,0
12976,4
12977,0
12978,1
12979,3
12980,3
12981,4
12982,4
12983,2
12984,1
12985,0
12986,1
12987,3
12988,2
12989,0
12990,3
12991,3
12992,1
12993,1
12994,4
12995,1
12996,4
12997,0
12998,2
12999,2
13000,0
13001,1
13002,2
13003,1
13004,4
13005,2
13006,3
13007,1
13008,1
13009,3
13010,0
13011,0
13012,0
13013,4
13014,4
13015,1
13016,4
13017,1
13018,2
13019,2
13020,1
13021,4
13022,3
13023,1
13024,4
13025,1
13026,0
13027,4
13028,4
13029,1
13030,1
13031,4
13032,0
13033,0
13034,3
13035,3
13036,1
13037,0
13038,3
13039,2
13040,4
13041,3
13042,1
13043,1
13044,3
13045,2
13046,2
13047,3
13048,2
13049,4
13050,4
13051,3
13052,3
13053,2
13054,4
13055,3
13056,0
13057,1
13058,1
13059,1
13060,4
13061,2
13062,1
13063,0
13064,0
13065,1
13066,2
13067,0
13068,3
13069,1
13070,4
13071,4
13072,3
13073,4
13074,1
13075,4
13076,1
13077,1
13078,4
13079,0
13080,4
13081,4
13082,0
13083,0
13084,3
13085,3
13086,3
13087,4
13088,4
13089,4
13090,4
13091,4
13092,3
13093,0
13094,2
13095,4
13096,2
13097,2
13098,2
13099,1
13100,3
13101,4
13102,2
13103,2
13104,0
13105,2
13106,1
13107,4
13108,3
13109,1
13110,2
13111,0
13112,4
13113,0
13114,1
13115,2
13116,4
13117,3
13118,3
13119,4
13120,0
13121,2
13122,4
13123,0
13124,1
13125,0
13126,1
13127,1
13128,3
13129,1
13130,0
13131,3
13132,0
13133,4
13134,1
13135,3
13136,3
13137,0
13138,0
13139,2
13140,4
13141,0
13142,1
13143,4
13144,2
13145,0
13146,2
13147,1
13148,3
13149,4
13150,2
13151,4
13152,1
13153,4
13154,2
13155,4
13156,4
13157,0
13158,0
13159,4
13160,4
13161,2
13162,4
13163,0
13164,3
13165,1
13166,1
13167,1
13168,0
13169,2
13170,4
13171,4
13172,0
13173,0
13174,3
13175,4
13176,4
13177,2
13178,4
13179,2
13180,1
13181,4
13182,2
13183,2
13184,1
13185,0
13186,0
13187,0
13188,4
13189,0
13190,3
13191,1
13192,2
13193,1
13194,3
13195,4
13196,0
13197,4
13198,1
13199,4
13200,4
13201,1
13202,1
13203,2
13204,1
13205,4
13206,3
13207,1
13208,2
13209,3
13210,4
13211,4
13212,0
13213,1
13214,1
13215,4
13216,1
13217,4
13218,3
13219,3
13220,0
13221,0
13222,4
13223,3
13224,0
13225,0
13226,4
13227,0
13228,1
13229,1
13230,0
13231,4
13232,1
13233,4
13234,0
13235,0
13236,4
13237,4
13238,2
13239,1
13240,1
13241,4
13242,4
13243,3
13244,4
13245,4
13246,2
13247,0
13248,4
13249,0
13250,3
13251,4
13252,4
13253,4
13254,0
13255,2
13256,4
13257,3
13258,0
13259,4
13260,1
13261,3
13262,0
13263,3
13264,4
13265,4
13266,4
13267,4
13268,4
13269,2
13270,4
13271,2
13272,0
13273,3
13274,4
13275,0
13276,4
13277,1
13278,4
13279,0
13280,0
13281,3
13282,3
13283,2
13284,0
13285,4
13286,4
13287,2
13288,4
13289,4
13290,0
13291,4
13292,4
13293,4
13294,4
13295,4
13296,3
13297,4
13298,4
13299,0
13300,3
13301,1
13302,0
13303,1
13304,3
13305,2
13306,1
13307,0
13308,0
13309,0
13310,4
13311,3
13312,0
13313,0
13314,2
13315,4
13316,0
13317,1
13318,0
13319,0
13320,0
13321,0
13322,1
13323,4
13324,3
13325,4
13326,4
13327,4
13328,2
13329,1
13330,0
13331,0
13332,2
13333,4
13334,4
13335,4
13336,2
13337,0
13338,4
13339,1
13340,4
13341,4
13342,4
13343,0
13344,4
13345,0
13346,2
13347,0
13348,0
13349,0
13350,2
13351,4
13352,0
13353,4
13354,1
13355,3
13356,1
13357,2
13358,1
13359,4
13360,4
13361,1
13362,0
13363,4
13364,4
13365,4
13366,2
13367,4
13368,4
13369,0
13370,4
13371,1
13372,1
13373,2
13374,0
13375,0
13376,2
13377,1
13378,1
13379,3
13380,3
13381,0
13382,4
13383,3
13384,4
13385,4
13386,4
13387,0
13388,2
13389,0
13390,0
13391,0
13392,3
13393,2
13394,3
13395,1
13396,0
13397,0
13398,0
13399,4
13400,0
13401,4
13402,2
13403,4
13404,0
13405,0
13406,3
13407,0
13408,4
13409,3
13410,4
13411,4
13412,0
13413,4
13414,0
13415,2
13416,1
13417,0
13418,4
13419,3
13420,1
13421,4
13422,4
13423,1
13424,3
13425,4
13426,1
13427,4
13428,1
13429,1
13430,1
13431,1
13432,3
13433,4
13434,1
13435,3
13436,3
13437,0
13438,4
13439,1
13440,0
13441,0
13442,3
13443,0
13444,1
13445,0
13446,4
13447,0
13448,0
13449,1
13450,4
13451,2
13452,4
13453,4
13454,0
13455,1
13456,1
13457,3
13458,4
13459,0
13460,4
13461,1
13462,0
13463,4
13464,4
13465,0
13466,4
13467,0
13468,1
13469,0
13470,1
13471,4
13472,4
13473,0
13474,0
13475,0
13476,0
13477,0
13478,1
13479,1
13480,1
13481,3
13482,0
13483,2
13484,3
13485,0
13486,1
13487,1
13488,0
13489,0
13490,0
13491,0
13492,3
13493,0
13494,2
13495,3
13496,1
13497,1
13498,0
13499,0
13500,1
13501,2
13502,0
13503,2
13504,1
13505,0
13506,2
13507,1
13508,4
13509,4
13510,1
13511,1
13512,4
13513,0
13514,4
13515,0
13516,2
13517,2
13518,2
13519,0
13520,2
13521,2
13522,4
13523,4
13524,1
13525,3
13526,1
13527,0
13528,0
13529,3
13530,4
13531,4
13532,2
13533,1
13534,1
13535,2
13536,1
13537,4
13538,1
13539,4
13540,4
13541,0
13542,4
13543,0
13544,1
13545,0
13546,2
13547,2
13548,1
13549,1
13550,4
13551,4
13552,4
13553,3
13554,3
13555,4
13556,0
13557,2
13558,4
13559,1
13560,4
13561,3
13562,3
13563,1
13564,4
13565,1
13566,2
13567,3
13568,4
13569,0
13570,4
13571,1
13572,2
13573,1
13574,4
13575,0
13576,1
13577,3
13578,0
13579,4
13580,1
13581,4
13582,0
13583,1
13584,1
13585,0
13586,1
13587,0
13588,2
13589,4
13590,3
13591,4
13592,0
13593,3
13594,3
13595,1
13596,0
13597,4
13598,4
13599,2
13600,0
13601,0
13602,2
13603,1
13604,4
13605,1
13606,4
13607,4
13608,1
13609,0
13610,4
13611,4
13612,0
13613,0
13614,1
13615,1
13616,4
13617,0
13618,1
13619,2
13620,0
13621,3
13622,3
13623,4
13624,1
13625,4
13626,0
13627,4
13628,2
13629,2
13630,1
13631,4
13632,1
13633,1
13634,1
13635,1
13636,1
13637,2
13638,0
13639,4
13640,2
13641,1
13642,1
13643,0
13644,1
13645,1
13646,3
13647,2
13648,3
13649,4
13650,0
13651,1
13652,1
13653,3
13654,4
13655,0
13656,0
13657,0
13658,4
13659,2
13660,0
13661,4
13662,0
13663,3
13664,3
13665,3
13666,0
13667,2
13668,3
13669,0
13670,2
13671,0
13672,4
13673,2
13674,3
13675,3
13676,1
13677,3
13678,2
13679,4
13680,0
13681,4
13682,3
13683,4
13684,0
13685,1
13686,4
13687,4
13688,0
13689,0
13690,0
13691,3
13692,3
13693,1
13694,1
13695,0
13696,2
13697,0
13698,4
13699,0
13700,3
13701,4
13702,2
13703,2
13704,0
13705,3
13706,0
13707,4
13708,4
13709,4
13710,0
13711,3
13712,0
13713,4
13714,3
13715,3
13716,4
13717,4
13718,3
13719,1
13720,4
13721,2
13722,4
13723,2
13724,4
13725,4
13726,3
13727,0
13728,1
13729,4
13730,4
13731,2
13732,3
13733,4
13734,1
13735,0
13736,2
13737,2
13738,2
13739,2
13740,1
13741,0
13742,0
13743,2
13744,4
13745,0
13746,1
13747,4
13748,4
13749,2
13750,1
13751,3
13752,1
13753,3
13754,3
13755,0
13756,3
13757,0
13758,0
13759,0
13760,1
13761,1
13762,1
13763,3
13764,0
13765,3
13766,0
13767,3
13768,4
13769,0
13770,0
13771,3
13772,1
13773,3
13774,1
13775,0
13776,3
13777,0
13778,4
13779,1
13780,3
13781,1
13782,1
13783,2
13784,0
13785,2
13786,1
13787,2
13788,4
13789,3
13790,2
13791,0
13792,1
13793,0
13794,3
13795,0
13796,0
13797,0
13798,1
13799,1
13800,1
13801,4
13802,0
13803,4
13804,4
13805,0
13806,3
13807,4
13808,0
13809,2
13810,1
13811,4
13812,4
13813,2
13814,0
13815,0
13816,0
13817,1
13818,4
13819,1
13820,0
13821,3
13822,3
13823,2
13824,1
13825,0
13826,0
13827,2
13828,3
13829,2
13830,2
13831,0
13832,1
13833,3
13834,0
13835,0
13836,3
13837,4
13838,1
13839,0
13840,3
13841,3
13842,0
13843,4
13844,1
13845,2
13846,1
13847,4
13848,2
13849,3
13850,4
13851,4
13852,3
13853,3
13854,4
13855,4
13856,1
13857,3
13858,0
13859,2
13860,2
13861,2
13862,0
13863,1
13864,3
13865,0
13866,1
13867,2
13868,2
13869,3
13870,0
13871,1
13872,3
13873,1
13874,1
13875,1
13876,2
13877,1
13878,3
13879,0
13880,2
13881,1
13882,3
13883,1
13884,1
13885,4
13886,4
13887,4
13888,2
13889,0
13890,4
13891,0
13892,1
13893,4
13894,4
13895,2
13896,0
13897,1
13898,3
13899,2
13900,4
13901,2
13902,0
13903,1
13904,1
13905,1
13906,4
13907,4
13908,4
13909,1
13910,3
13911,2
13912,1
13913,3
13914,0
13915,0
13916,1
13917,2
13918,1
13919,2
13920,3
13921,0
13922,1
13923,0
13924,2
13925,0
13926,0
13927,0
13928,2
13929,3
13930,4
13931,3
13932,0
13933,0
13934,2
13935,3
13936,3
13937,1
13938,3
13939,1
13940,0
13941,4
13942,1
13943,1
13944,2
13945,4
13946,4
13947,0
13948,3
13949,3
13950,0
13951,0
13952,4
13953,1
13954,0
13955,4
13956,2
13957,3
13958,4
13959,3
13960,0
13961,0
13962,4
13963,0
13964,1
13965,4
13966,4
13967,0
13968,4
13969,0
13970,4
13971,0
13972,2
13973,1
13974,1
13975,1
13976,3
13977,3
13978,3
13979,0
13980,3
13981,1
13982,3
13983,1
13984,0
13985,1
13986,0
13987,0
13988,1
13989,0
13990,0
13991,2
13992,0
13993,1
13994,2
13995,0
13996,4
13997,1
13998,1
13999,4
14000,3
14001,4
14002,1
14003,2
14004,4
14005,1
14006,1
14007,0
14008,2
14009,3
14010,1
14011,1
14012,0
14013,2
14014,0
14015,0
14016,0
14017,4
14018,1
14019,4
14020,1
14021,1
14022,2
14023,4
14024,1
14025,1
14026,0
14027,2
14028,3
14029,4
14030,0
14031,0
14032,3
14033,3
14034,4
14035,1
14036,0
14037,1
14038,3
14039,1
14040,2
14041,1
14042,4
14043,2
14044,2
14045,1
14046,4
14047,4
14048,1
14049,0
14050,4
14051,4
14052,4
14053,2
14054,3
14055,4
14056,4
14057,3
14058,3
14059,0
14060,0
14061,1
14062,4
14063,3
14064,1
14065,0
14066,4
14067,1
14068,4
14069,2
14070,0
14071,4
14072,4
14073,3
14074,4
14075,4
14076,4
14077,1
14078,1
14079,2
14080,3
14081,4
14082,0
14083,0
14084,0
14085,2
14086,1
14087,3
14088,0
14089,4
14090,1
14091,0
14092,0
14093,0
14094,3
14095,4
14096,1
14097,4
14098,0
14099,0
14100,3
14101,4
14102,4
14103,1
14104,3
14105,3
14106,2
14107,3
14108,2
14109,0
14110,3
14111,0
14112,1
14113,4
14114,0
14115,4
14116,4
14117,4
14118,3
14119,3
14120,1
14121,2
14122,3
14123,0
14124,3
14125,4
14126,3
14127,0
14128,4
14129,2
14130,4
14131,4
14132,1
14133,0
14134,4
14135,2
14136,2
14137,1
14138,3
14139,2
14140,2
14141,3
14142,4
14143,0
14144,1
14145,2
14146,1
14147,3
14148,4
14149,4
14150,3
14151,0
14152,3
14153,4
14154,2
14155,4
14156,1
14157,0
14158,1
14159,2
14160,4
14161,0
14162,2
14163,2
14164,0
14165,3
14166,0
14167,0
14168,1
14169,2
14170,0
14171,2
14172,3
14173,3
14174,4
14175,0
14176,2
14177,4
14178,3
14179,1
14180,0
14181,0
14182,3
14183,1
14184,0
14185,2
14186,1
14187,2
14188,4
14189,0
14190,4
14191,4
14192,1
14193,2
